client_id,client_type,first_name,last_name,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,is_investor,engagement_score,sale_price,price_per_sqft,floor_area_sqft,properties_bought,cluster,segment,investment_profile,investment_score
C0555,Individual,Aaron,Nelson,M,Usa,California,Investment,4,Yes,Agency,1,4,1064533.27,299.5251132309169,1162.6166666666666,3,0,Budget Buyers,Low Potential,0.24362765929899083
C0556,Individual,Zachary,Sanders,M,Usa,Colorado,Home,5,No,Website,0,5,1335478.18,292.3126707049851,1526.9566666666667,3,1,Premium Investors,Moderate Investor,0.3227852113071382
C0557,Individual,Judy,Griffin,F,Usa,Utah,Investment,2,No,Website,1,2,733161.98,305.02132507076266,791.0400000000001,3,0,Budget Buyers,Low Potential,0.1468149038470422
C0558,Individual,Cheryl,Wood,F,Denmark,North Denmark,Home,3,No,Website,0,3,1033995.96,312.3815995188432,1092.54,3,3,High-Value Clients,Low Potential,0.23471065511329275
C0559,Company,Corvus,Co,M,Usa,California,Home,5,No,Client,0,5,1004028.87,319.1707874259946,786.87,4,3,High-Value Clients,Low Potential,0.22595817754877823
C0560,Individual,Janice,Nelson,F,Australia,South Australia,Home,3,No,Website,0,3,1433718.12,318.89161537749095,1500.72,3,1,Premium Investors,High Potential Investor,0.35149777903884516
C0561,Company,Bravada,Co,F,Usa,Arizona,Investment,3,No,Website,1,3,1589252.43,305.046128755979,1298.145,4,0,Budget Buyers,High Potential Investor,0.3969342671435055
C0562,Individual,Judy,Peterson,F,Usa,Utah,Investment,5,Yes,Website,1,5,1423675.7200000002,305.0337149239334,1154.105,4,0,Budget Buyers,High Potential Investor,0.3485586409797434
C0563,Individual,William,Howard,M,Usa,California,Home,2,Yes,Agency,0,2,1012807.9299999999,300.6421876454113,842.75,4,3,High-Value Clients,Low Potential,0.2285158885465356
C0564,Individual,Scott,Adams,M,Usa,Texas,Home,1,No,Agency,0,1,1135017.6,300.2118289907222,1250.3066666666666,3,1,Premium Investors,Low Potential,0.26422084191604267
C0565,Individual,Austin,Wood,M,France,Brittany,Home,1,No,Website,0,1,1043494.3200000001,302.33892785778363,1167.2766666666666,3,3,High-Value Clients,Low Potential,0.23748182568404774
C0566,Individual,Janice,Miller,F,Usa,Oregon,Investment,4,Yes,Agency,1,4,1167701.9,300.56301659016333,965.295,4,0,Budget Buyers,Low Potential,0.27377046002163635
C0567,Individual,Megan,Chavez,F,Russia,Saint Petersburg,Investment,2,Yes,Agency,1,2,1218575.72,288.137638328906,1428.9333333333334,3,0,Budget Buyers,Moderate Investor,0.28862894437139286
C0568,Individual,Timothy,Wright,M,Usa,California,Home,3,No,Website,0,3,944335.88,312.8200089239528,1015.9399999999999,3,3,High-Value Clients,Low Potential,0.20851534177157088
C0569,Individual,Mary,Cook,F,Usa,California,Home,5,Yes,Client,0,5,1384749.3,316.8524348086141,1460.493333333333,3,1,Premium Investors,Moderate Investor,0.33719003840291134
C0570,Individual,Hannah,Peterson,F,France,Occitanie,Home,5,Yes,Website,0,5,1527210.47,292.02493091610836,1310.8225,4,1,Premium Investors,High Potential Investor,0.3788026448479718
C0571,Individual,Adam,Chavez,M,Usa,California,Home,3,No,Website,0,3,1549969.49,274.8050126391672,1458.93,4,1,Premium Investors,High Potential Investor,0.3854453123724088
C0572,Individual,Ann,Johnson,F,Usa,California,Investment,5,No,Website,1,5,1519677.44,320.72684656087205,1228.8325,4,0,Budget Buyers,High Potential Investor,0.37661303989575384
C0573,Company,Altira,Co,M,Usa,Georgia,Home,4,Yes,Agency,0,4,785842.76,299.36766765108706,849.7466666666668,3,3,High-Value Clients,Low Potential,0.16220405292329337
C0574,Individual,Gerald,Cox,M,Usa,California,Home,2,No,Agency,0,2,1261906.32,295.34382931043945,1052.2475,4,3,High-Value Clients,Moderate Investor,0.30129150801338683
C0575,Individual,Brian,Hansen,M,Usa,California,Investment,2,No,Website,1,2,1018391.27,297.8604596152001,1107.81,3,0,Budget Buyers,Low Potential,0.23014596075062455
C0576,Individual,Terry,Reyes,M,Germany,Hamburg,Home,1,No,Client,0,1,1047406.79,317.8840006267897,1082.8966666666668,3,3,High-Value Clients,Low Potential,0.23863096578502313
C0577,Individual,Christopher,Miller,M,Usa,Arizona,Home,3,No,Website,0,3,693899.0099999999,263.11305285965733,879.3433333333332,3,3,High-Value Clients,Low Potential,0.13532723862883195
C0578,Individual,Lauren,Rogers,F,Usa,Arizona,Home,5,Yes,Client,0,5,707276.53,262.77498376490684,899.7566666666667,3,3,High-Value Clients,Low Potential,0.13923554213413797
C0579,Individual,Christopher,Ward,M,Usa,Texas,Investment,3,No,Website,1,3,1198428.6400000001,300.04968830840284,1299.5366666666666,3,0,Budget Buyers,Low Potential,0.2827473250551781
C0580,Individual,Heather,Watson,F,Usa,California,Home,2,Yes,Client,0,2,2158954.7800000003,312.68442078628436,1726.0575,4,1,Premium Investors,High Potential Investor,0.5633838946556372
C0581,Individual,Kimberly,Stewart,F,Usa,California,Investment,5,Yes,Website,1,5,1029755.56,318.8186499683478,801.065,4,0,Budget Buyers,Low Potential,0.23347456089466195
C0582,Individual,Teresa,Pierce,F,Usa,Washington,Investment,3,Yes,Website,1,3,708559.1499999999,293.6243581297054,791.0400000000001,3,0,Budget Buyers,Low Potential,0.13962239288650535
C0583,Individual,Kevin,Scott,M,Usa,California,Home,2,No,Agency,0,2,1237228.18,310.8438240992058,996.7025,4,3,High-Value Clients,Moderate Investor,0.2940874719311817
C0584,Individual,Janice,Taylor,F,Usa,California,Home,5,No,Website,0,5,1135691.62,282.8320435714983,1350.9733333333334,3,1,Premium Investors,Low Potential,0.2644109962301962
C0585,Individual,Anthony,Edwards,M,Usa,Colorado,Home,3,No,Agency,0,3,1003690.1799999999,282.62534764037093,886.4275,4,3,High-Value Clients,Low Potential,0.22584498801669167
C0586,Individual,Noah,Morales,M,Usa,California,Home,2,Yes,Client,0,2,1226524.31,315.0602641455691,1286.4266666666667,3,1,Premium Investors,Moderate Investor,0.2909616298462564
C0587,Individual,Pamela,Richardson,F,Usa,New York,Home,4,No,Website,0,4,1093439.8399999999,302.6221480306888,911.785,4,3,High-Value Clients,Low Potential,0.2520744340339549
C0588,Individual,Janice,White,F,Usa,Florida,Home,2,No,Website,0,2,1495976.1400000001,298.6021241850181,1271.345,4,1,Premium Investors,High Potential Investor,0.3696796475007197
C0589,Individual,Christopher,Williams,M,Usa,Texas,Investment,5,No,Client,1,5,1982246.22,290.57192511322916,1699.3675,4,1,Premium Investors,High Potential Investor,0.5117474263803279
C0590,Individual,Arthur,Campbell,M,Uk,Scotland,Investment,2,No,Website,1,2,1105388.8900000001,298.5010955563988,935.765,4,0,Budget Buyers,Low Potential,0.2555640131658081
C0591,Individual,Dorothy,Long,F,Usa,Nevada,Home,1,No,Website,0,1,1336217.65,305.7142070666491,1460.493333333333,3,1,Premium Investors,Moderate Investor,0.3230064787239206
C0592,Individual,Roger,Moore,M,Usa,Arizona,Investment,2,No,Client,1,2,787516.58,304.6017791521842,851.4266666666667,3,0,Budget Buyers,Low Potential,0.16269521990098107
C0593,Individual,Elizabeth,Carter,F,Usa,California,Home,2,Yes,Agency,0,2,2012063.38,319.55794554992394,1575.1075,4,1,Premium Investors,High Potential Investor,0.520470133446788
C0594,Individual,Diane,Patterson,F,Usa,Utah,Home,1,No,Agency,0,1,1137572.87,317.4840213600542,1221.6766666666665,3,3,High-Value Clients,Low Potential,0.26497412928736047
C0595,Individual,Anna,Murray,F,Usa,Utah,Home,3,No,Agency,0,3,914304.97,321.59200023053324,934.4333333333334,3,3,High-Value Clients,Low Potential,0.19974479590442212
C0596,Individual,Gerald,Phillips,M,Usa,Nevada,Home,4,No,Agency,0,4,1094771.49,268.71346436583286,1023.9675,4,3,High-Value Clients,Low Potential,0.2524502855528898
C0597,Individual,Peter,King,M,Uk,Northern Ireland,Home,2,Yes,Website,0,2,976844.1699999999,316.36629492109006,1033.6200000000001,3,3,High-Value Clients,Low Potential,0.21801448851414706
C0598,Individual,Jacob,Gray,M,Usa,Colorado,Investment,4,No,Website,1,4,1398930.7000000002,307.99946387611016,1135.53,4,0,Budget Buyers,Moderate Investor,0.34133018219464295
C0599,Individual,Jennifer,Turner,F,Canada,Alberta,Home,2,No,Agency,0,2,1162815.78,280.8622967539782,1354.0866666666668,3,1,Premium Investors,Low Potential,0.27233494303827344
C0600,Individual,Thomas,King,M,Usa,Oregon,Investment,1,No,Client,1,1,917709.61,299.5586767720553,1042.71,3,0,Budget Buyers,Low Potential,0.20073102478279936
C0601,Individual,Lisa,Nelson,F,Usa,California,Home,4,No,Website,0,4,1700411.72,324.4429542692236,1307.3,4,1,Premium Investors,High Potential Investor,0.4294185139088161
C0602,Individual,Albert,Hayes,M,Germany,Bavaria,Home,4,No,Agency,0,4,905508.82,298.6892851449089,748.33,4,3,High-Value Clients,Low Potential,0.1971661469191519
C0603,Individual,Diane,Thompson,F,Usa,New York,Home,4,Yes,Agency,0,4,1218095.3,296.2417955774921,1027.81,4,3,High-Value Clients,Moderate Investor,0.288491837130073
C0604,Individual,Danielle,Montgomery,F,Belgium,Wallonia,Home,1,No,Agency,0,1,791133.03,288.5124058632202,919.0466666666666,3,3,High-Value Clients,Low Potential,0.1637454528270857
C0605,Individual,Nathan,Flores,M,Usa,Utah,Home,4,Yes,Agency,0,4,1407314.33,285.7231522180315,1267.07,4,1,Premium Investors,Moderate Investor,0.3437708053020222
C0606,Individual,Carolyn,Stone,F,France,Ile-De-France,Investment,1,No,Website,1,1,1070969.53,313.61713376150334,1146.2633333333333,3,0,Budget Buyers,Low Potential,0.2455135949690898
C0607,Individual,Daniel,Edwards,M,Usa,California,Home,1,No,Agency,0,1,1125230.1199999999,274.0389663617243,1371.6133333333335,3,1,Premium Investors,Low Potential,0.26135109291839215
C0608,Individual,Jerry,Adams,M,Usa,California,Home,4,No,Agency,0,4,1201411.56,295.4937894654722,1018.5225,4,3,High-Value Clients,Low Potential,0.28361715073494276
C0609,Individual,Julia,Richardson,F,Usa,Washington,Home,4,No,Agency,0,4,1307567.64,264.1895296634044,1255.1325000000002,4,1,Premium Investors,Moderate Investor,0.3146199842677856
C0610,Individual,Ann,Owens,F,Usa,California,Investment,4,No,Website,1,4,1178597.68,295.9214079433128,1339.73,3,0,Budget Buyers,Low Potential,0.2769518161999003
C0611,Individual,Jacob,Price,M,Usa,California,Home,4,No,Agency,0,4,1142671.94,279.33976691581074,997.415,4,3,High-Value Clients,Low Potential,0.2664492316362779
C0612,Individual,Kevin,Wood,M,Usa,Florida,Home,4,No,Agency,0,4,1038805.74,287.0669721040261,1229.53,3,3,High-Value Clients,Low Potential,0.23610604025840637
C0613,Individual,Cynthia,Cox,F,Australia,Victoria,Home,4,No,Agency,0,4,1186019.52,295.46634451021083,1366.5633333333335,3,1,Premium Investors,Low Potential,0.27911993902478854
C0614,Individual,George,Bryant,M,Uk,Wales,Home,3,Yes,Website,0,3,1025958.38,300.8272508329308,858.9825,4,3,High-Value Clients,Low Potential,0.23235805406740317
C0615,Individual,Jordan,King,M,Usa,Utah,Home,2,Yes,Website,0,2,919002.01,307.12716692512765,748.33,4,3,High-Value Clients,Low Potential,0.20111166377542228
C0616,Individual,Julie,Brooks,F,Usa,Virginia,Investment,1,Yes,Agency,1,1,1013364.3,309.8821293324002,1074.6233333333332,3,0,Budget Buyers,Low Potential,0.22868194211243037
C0617,Individual,Carolyn,Evans,F,Usa,Ohio,Home,5,Yes,Website,0,5,766861.21,295.92339334372826,849.6366666666667,3,3,High-Value Clients,Low Potential,0.15665697789345845
C0618,Individual,Austin,Taylor,M,Usa,Texas,Home,3,No,Agency,0,3,982803.0,291.3172831425711,1113.29,3,3,High-Value Clients,Low Potential,0.2197456886426326
C0619,Individual,Heather,Morales,F,Usa,Washington,Home,4,No,Website,0,4,1411977.41,318.27085849486457,1471.8999999999999,3,1,Premium Investors,Moderate Investor,0.3451456755715557
C0620,Individual,Sarah,Howard,F,France,Brittany,Home,3,No,Website,0,3,1532429.29,338.3096253727112,1504.28,3,1,Premium Investors,High Potential Investor,0.38034523384385643
C0621,Individual,Jonathan,Turner,M,Germany,Bavaria,Investment,3,Yes,Agency,1,3,791609.11,305.3268357815998,869.7866666666667,3,0,Budget Buyers,Low Potential,0.16389119395014784
C0622,Individual,Katherine,Ward,F,Usa,Washington,Investment,2,No,Client,1,2,869334.73,291.58061033183304,980.8699999999999,3,0,Budget Buyers,Low Potential,0.18659449876680112
C0623,Individual,Jonathan,Adams,M,Usa,Florida,Investment,3,Yes,Client,1,3,1410333.45,317.2382716730889,1146.02,4,0,Budget Buyers,Moderate Investor,0.344665258890234
C0624,Individual,Carl,Jordan,M,Usa,Nevada,Investment,3,No,Agency,1,3,1215611.54,287.28624779022016,1413.8666666666668,3,0,Budget Buyers,Moderate Investor,0.28776258481742617
C0625,Individual,Deborah,Hayes,F,Belgium,Flanders,Investment,2,Yes,Agency,1,2,1000166.88,292.8195869575726,851.0225,4,0,Budget Buyers,Low Potential,0.2248196737406905
C0626,Individual,Sara,Jones,F,Germany,Hamburg,Investment,2,No,Website,1,2,1061694.1300000001,285.1940313192774,1244.5566666666666,3,0,Budget Buyers,Low Potential,0.24279258093445116
C0627,Individual,Katherine,Johnson,F,Usa,Arizona,Home,3,No,Agency,0,3,1870806.42,270.75016633382285,1726.0575,4,1,Premium Investors,High Potential Investor,0.4791808642670399
C0628,Individual,Arthur,Campbell,M,Canada,British Columbia,Home,3,Yes,Agency,0,3,1623109.63,321.38257980747676,1250.39,4,1,Premium Investors,High Potential Investor,0.406832402429822
C0629,Individual,Maria,Richardson,F,Usa,California,Investment,2,No,Agency,1,2,961721.77,288.9653200365696,1129.1766666666665,3,0,Budget Buyers,Low Potential,0.21358568475097106
C0630,Individual,Stephen,Roberts,M,Usa,California,Home,2,No,Website,0,2,1308077.6099999999,299.3394123212475,1075.5049999999999,4,3,High-Value Clients,Moderate Investor,0.3147826720767141
C0631,Individual,Dorothy,Flores,F,Usa,California,Home,5,No,Website,0,5,1534891.22,322.72671846476993,1227.645,4,1,Premium Investors,High Potential Investor,0.38105864657820204
C0632,Individual,Thomas,Nelson,M,Uk,Northern Ireland,Home,4,No,Website,0,4,1146845.98,297.7150223108018,947.7475,4,3,High-Value Clients,Low Potential,0.2676758956860909
C0633,Individual,Ann,Owens,F,Usa,Nevada,Home,3,No,Agency,0,3,1207516.26,326.25710067918743,928.745,4,3,High-Value Clients,Moderate Investor,0.2854127107178614
C0634,Individual,Justin,Ward,M,Usa,Washington,Investment,4,Yes,Website,1,4,1181693.63,281.64223622416745,1393.1066666666666,3,0,Budget Buyers,Low Potential,0.2778507801088034
C0635,Individual,Kimberly,King,F,Uk,Scotland,Investment,5,No,Website,1,5,1375700.03,313.2355479652279,1460.493333333333,3,0,Budget Buyers,Moderate Investor,0.3345448522181829
C0636,Individual,Kathleen,Rogers,F,France,Brittany,Home,5,No,Website,0,5,981810.0800000001,299.06553892659133,827.3575000000001,4,3,High-Value Clients,Low Potential,0.2194588058884236
C0637,Individual,Catherine,Stone,F,Usa,California,Home,2,No,Website,0,2,1602478.07,309.58837207302247,1296.5625,4,1,Premium Investors,High Potential Investor,0.4008000004686165
C0638,Individual,Jason,King,M,Usa,Ohio,Home,5,Yes,Website,0,5,1347045.42,287.15174224417376,1204.4975,4,1,Premium Investors,Moderate Investor,0.3261629314484685
C0639,Individual,Mark,Campbell,M,Uk,Scotland,Home,3,Yes,Website,0,3,861670.72,290.6802798000895,1008.1300000000001,3,3,High-Value Clients,Low Potential,0.18435489971397728
C0640,Individual,Emily,Thompson,F,Usa,Utah,Home,3,No,Agency,0,3,772950.1699999999,282.3080842959894,915.6366666666667,3,3,High-Value Clients,Low Potential,0.15843065140423096
C0641,Company,Zynex,Co,M,Usa,Arizona,Home,2,No,Agency,0,2,1217213.26,328.4254236516344,1240.6066666666666,3,1,Premium Investors,Moderate Investor,0.28824647887420835
C0642,Individual,Julia,Reyes,F,Usa,California,Home,4,No,Website,0,4,1027140.61,297.80058191299514,1161.5433333333333,3,3,High-Value Clients,Low Potential,0.23270208577171442
C0643,Individual,Samantha,Richardson,F,Usa,California,Home,5,No,Website,0,5,928645.01,315.9044427822436,1016.5033333333334,3,3,High-Value Clients,Low Potential,0.20393222958818147
C0644,Individual,Teresa,Johnson,F,Usa,California,Home,4,Yes,Agency,0,4,1549624.23,315.51472286719064,1630.1366666666665,3,1,Premium Investors,High Potential Investor,0.3853601034840407
C0645,Individual,Arthur,Cox,M,Usa,Nevada,Home,2,No,Client,0,2,731453.53,282.906576050256,862.11,3,3,High-Value Clients,Low Potential,0.14630704332065958
C0646,Individual,Cynthia,Campbell,F,Usa,Arizona,Investment,5,No,Agency,1,5,1325311.83,302.48359642072694,1464.0166666666667,3,0,Budget Buyers,Moderate Investor,0.31981902518382793
C0647,Individual,Victoria,Green,F,Usa,California,Home,4,No,Agency,0,4,1468382.29,303.9647549916812,1610.3933333333334,3,1,Premium Investors,High Potential Investor,0.3616196009225259
C0648,Individual,Stephanie,Reed,F,Usa,California,Home,1,Yes,Website,0,1,1142985.38,288.2363886872438,984.6475,4,3,High-Value Clients,Low Potential,0.26654427334971426
C0649,Individual,Patricia,Mitchell,F,Usa,California,Home,4,No,Agency,0,4,1401448.51,318.85950533977984,1136.6925,4,1,Premium Investors,Moderate Investor,0.34206992982943907
C0650,Company,Polaris,Co,M,France,Occitanie,Home,3,Yes,Client,0,3,799742.26,288.066031861014,932.37,3,3,High-Value Clients,Low Potential,0.16626058952059802
C0651,Company,Horizon,Co,M,Usa,Washington,Home,1,No,Agency,0,1,1077094.73,291.0687670513722,948.7574999999999,4,3,High-Value Clients,Low Potential,0.24729447401078714
C0652,Individual,Heather,Johnson,F,Usa,Washington,Home,2,No,Website,0,2,904157.22,311.8558727516952,985.5433333333334,3,3,High-Value Clients,Low Potential,0.19677619180775546
C0653,Individual,Gerald,Adams,M,Usa,Ohio,Home,2,No,Client,0,2,1215543.15,294.7851332735887,1053.27,4,3,High-Value Clients,Moderate Investor,0.28774562229166106
C0654,Individual,Eric,Griffin,M,Usa,New York,Home,2,Yes,Website,0,2,865293.89,291.6213068687354,1015.9399999999999,3,3,High-Value Clients,Low Potential,0.18541382760880143
C0655,Individual,Patricia,King,F,Usa,Nevada,Home,1,Yes,Agency,0,1,1071763.22,320.80174643789627,1138.4233333333334,3,3,High-Value Clients,Low Potential,0.2457481843334653
C0656,Individual,Amber,Allen,F,Usa,Colorado,Home,5,No,Client,0,5,1288383.38,272.56720920906037,1190.4075,4,1,Premium Investors,Moderate Investor,0.30901828986314783
C0657,Individual,Alexander,Allen,M,Usa,California,Home,2,No,Agency,0,2,1258111.3199999998,306.7882620263122,1338.1466666666668,3,1,Premium Investors,Moderate Investor,0.30018700751955213
C0658,Individual,Kelly,Green,F,Usa,Virginia,Home,3,Yes,Agency,0,3,1122021.28,301.4756979175042,1271.67,3,1,Premium Investors,Low Potential,0.2604242721304509
C0659,Individual,Sara,Foster,F,Usa,California,Home,4,Yes,Agency,0,4,1000550.86,305.31942802807214,832.615,4,3,High-Value Clients,Low Potential,0.2249366309865179
C0660,Individual,Charles,Kim,M,Usa,Arizona,Home,4,Yes,Client,0,4,1148308.35,286.4432933590263,1337.0533333333333,3,1,Premium Investors,Low Potential,0.2680985624433407
C0661,Individual,Deborah,Williams,F,Canada,Manitoba,Home,3,No,Website,0,3,1627713.0499999998,310.47679115794534,1299.3274999999999,4,1,Premium Investors,High Potential Investor,0.4081731095276422
C0662,Individual,Stephanie,Kim,F,Usa,California,Investment,3,No,Website,1,3,1520239.97,323.65670495877663,1175.235,4,0,Budget Buyers,High Potential Investor,0.3767785324735413
C0663,Individual,Anthony,Flores,M,Usa,California,Home,2,Yes,Agency,0,2,1544313.34,307.74678265635316,1234.8075,4,1,Premium Investors,High Potential Investor,0.383805619210746
C0664,Individual,Lawrence,Wood,M,Canada,Alberta,Investment,5,Yes,Website,1,5,1063024.57,297.56075291368495,897.47,4,0,Budget Buyers,Low Potential,0.24318630041252048
C0665,Individual,Robert,Adams,M,Usa,Colorado,Investment,1,No,Agency,1,1,704886.02,307.8983581638773,765.68,3,0,Budget Buyers,Low Potential,0.1385547955103955
C0666,Individual,Maria,Davis,F,Usa,California,Investment,1,No,Website,1,1,1532074.27,306.4454018186857,1271.345,4,0,Budget Buyers,High Potential Investor,0.3802293890110943
C0667,Individual,Anthony,Mitchell,M,Usa,Arizona,Investment,2,No,Agency,1,2,1486560.06,292.5604496662045,1295.2649999999999,4,0,Budget Buyers,High Potential Investor,0.3669263479075708
C0668,Individual,Margaret,Peterson,F,France,Ile-De-France,Investment,4,Yes,Website,1,4,987175.01,302.2540028172113,824.2025,4,0,Budget Buyers,Low Potential,0.221027586944046
C0669,Individual,Cheryl,Bell,F,Canada,British Columbia,Home,3,No,Agency,0,3,1366533.49,285.82087164617263,1599.3433333333332,3,1,Premium Investors,Moderate Investor,0.33185593864774005
C0670,Company,Altira,Co,M,Usa,Nevada,Investment,4,No,Website,1,4,1631973.5499999998,302.0008828167261,1800.45,3,1,Premium Investors,High Potential Investor,0.40941447678485327
C0671,Individual,Jerry,Pierce,M,Usa,Colorado,Home,4,Yes,Client,0,4,759678.12,304.75267792694325,849.6366666666667,3,3,High-Value Clients,Low Potential,0.15456177413180466
C0672,Individual,Amber,Williams,F,Usa,California,Home,2,No,Website,0,2,1301968.05,299.95897142075273,1452.2633333333333,3,1,Premium Investors,Moderate Investor,0.3129977226754411
C0673,Individual,Janice,Hayes,F,Usa,California,Home,4,No,Website,0,4,870503.9000000001,288.30634444005767,1012.96,3,3,High-Value Clients,Low Potential,0.18693471574005976
C0674,Individual,Judy,Turner,F,Usa,California,Investment,4,No,Website,1,4,1733438.52,316.8275338092095,1365.9450000000002,4,0,Budget Buyers,High Potential Investor,0.4390649001351856
C0675,Individual,Andrea,Wright,F,Usa,Texas,Home,5,No,Website,0,5,1117159.17,342.7720336053362,1113.29,3,3,High-Value Clients,Low Potential,0.25901982373700577
C0676,Individual,Lisa,Davis,F,Usa,Nevada,Home,2,No,Agency,0,2,1022396.03,330.15138108079117,989.0566666666667,3,3,High-Value Clients,Low Potential,0.23132849070455125
C0677,Individual,Jerry,Miller,M,Usa,Arizona,Investment,2,No,Agency,1,2,1217015.1099999999,300.00249931528646,1024.3375,4,0,Budget Buyers,Moderate Investor,0.28817780643886937
C0678,Individual,Joseph,Watson,M,Usa,California,Home,4,Yes,Website,0,4,904050.87,331.30723233262876,897.3100000000001,3,3,High-Value Clients,Low Potential,0.19675269744963575
C0679,Individual,Lisa,Patterson,F,Usa,Nevada,Home,1,No,Agency,0,1,1945371.6800000002,283.6692192666235,1726.0575,4,1,Premium Investors,High Potential Investor,0.500971211904669
C0680,Individual,Andrew,Griffin,M,Usa,Utah,Investment,2,No,Agency,1,2,1533727.71,292.95481586924626,1333.2775,4,0,Budget Buyers,High Potential Investor,0.3807072100365187
C0681,Company,Helios,Co,F,Usa,California,Home,3,No,Agency,0,3,736696.97,274.9177092938877,658.8625,4,3,High-Value Clients,Low Potential,0.14783607255300651
C0682,Individual,Donald,Bennett,M,Usa,California,Home,5,No,Website,0,5,1436006.22,297.37073543990766,1214.5625,4,1,Premium Investors,High Potential Investor,0.35215809168178847
C0683,Individual,Patrick,Jordan,M,Usa,Colorado,Home,2,Yes,Agency,0,2,1216565.53,277.04186140861026,1463.22,3,1,Premium Investors,Moderate Investor,0.28803721862537585
C0684,Individual,Donald,Miller,M,Usa,California,Home,1,No,Agency,0,1,1402625.45,303.8373174363276,1120.62,4,1,Premium Investors,Moderate Investor,0.3424079378753832
C0685,Individual,Sharon,Hansen,F,Usa,Washington,Home,5,No,Agency,0,5,497633.89,255.06972184620182,959.31,2,3,High-Value Clients,Low Potential,0.07798222810816614
C0686,Individual,Michael,Howard,M,Usa,California,Home,1,Yes,Website,0,1,1250166.33,303.1945308245193,1369.7300000000002,3,1,Premium Investors,Moderate Investor,0.29786436427864094
C0687,Individual,Susan,Long,F,Usa,Utah,Home,3,Yes,Website,0,3,812178.3300000001,276.00893195297624,981.0100000000001,3,3,High-Value Clients,Low Potential,0.16988926966646467
C0688,Individual,Kathleen,Howard,F,Usa,Colorado,Investment,5,Yes,Website,1,5,1093762.42,306.5183230055185,868.5725,4,0,Budget Buyers,Low Potential,0.25217029558144366
C0689,Individual,Ann,Williams,F,Usa,California,Home,4,No,Website,0,4,1051259.37,294.6877753003221,1186.05,3,3,High-Value Clients,Low Potential,0.23974751638845854
C0690,Individual,Janet,Stewart,F,Usa,Oregon,Home,4,Yes,Agency,0,4,1402023.24,300.5961844038745,1150.3275,4,1,Premium Investors,Moderate Investor,0.3422307309560916
C0691,Individual,Kenneth,Bell,M,Usa,California,Investment,4,No,Agency,1,4,948552.89,290.56720726693106,816.16,4,0,Budget Buyers,Low Potential,0.20973902552742918
C0692,Individual,Adam,Roberts,M,Usa,Georgia,Investment,3,No,Agency,1,3,1206585.87,299.5495073947391,1011.5875,4,0,Budget Buyers,Moderate Investor,0.28513057725227564
C0693,Individual,Jesse,Chavez,M,Usa,California,Investment,5,Yes,Agency,1,5,1831502.92,302.8076865038587,1498.6825,4,1,Premium Investors,High Potential Investor,0.46771036596419113
C0694,Company,Sterling,Co,M,Uk,Scotland,Investment,2,No,Website,1,2,1287767.07,303.055509354016,1063.04,4,0,Budget Buyers,Moderate Investor,0.3088502002003171
C0695,Individual,Timothy,Rogers,M,Usa,Washington,Home,4,No,Website,0,4,870451.65,323.0922596930234,934.8733333333333,3,3,High-Value Clients,Low Potential,0.18693300109152838
C0696,Individual,Carol,Green,F,Usa,Washington,Investment,5,Yes,Agency,1,5,1417025.49,277.7675083347151,1246.6175,4,0,Budget Buyers,Moderate Investor,0.34660505885374904
C0697,Individual,Bryan,Mitchell,M,Usa,California,Investment,4,Yes,Agency,1,4,1203571.2,290.4335245028834,1036.6525,4,0,Budget Buyers,Moderate Investor,0.28424624682442023
C0698,Individual,Maria,Scott,F,Usa,California,Home,2,Yes,Website,0,2,1560635.51,307.9603135534052,1286.9575,4,1,Premium Investors,High Potential Investor,0.38857445951497555
C0699,Individual,Stephen,Bennett,M,Usa,Washington,Home,1,Yes,Agency,0,1,1292445.15,318.6152453856261,1357.1933333333334,3,1,Premium Investors,Moderate Investor,0.3102227378408144
C0700,Individual,Christine,Sanders,F,Usa,Washington,Home,5,No,Website,0,5,724453.7,282.93780353298,851.4266666666667,3,3,High-Value Clients,Low Potential,0.14426195430275768
C0701,Individual,Danielle,Peterson,F,Uk,England,Investment,1,No,Website,1,1,1318537.76,304.20595887478254,1050.5725,4,0,Budget Buyers,Moderate Investor,0.3178407487647019
C0702,Individual,Nicholas,Flores,M,Usa,Arizona,Home,5,No,Agency,0,5,1215022.0,311.0624599044384,1303.7766666666666,3,1,Premium Investors,Moderate Investor,0.2875995069085445
C0703,Company,Elara,Co,M,Usa,Colorado,Home,3,No,Website,0,3,938073.5700000001,308.2167615628062,1023.8800000000001,3,3,High-Value Clients,Low Potential,0.20668392447582712
C0704,Individual,Nicole,Jordan,F,Usa,Georgia,Home,4,No,Agency,0,4,1130778.86,317.21408986323775,1194.9266666666665,3,3,High-Value Clients,Low Potential,0.26298905623050794
C0705,Individual,Timothy,Murray,M,Usa,Nevada,Home,3,No,Website,0,3,972807.8,311.1769817655999,1562.6599999999999,2,1,Premium Investors,Low Potential,0.21683298857933658
C0706,Individual,Kyle,Thomas,M,Uk,England,Investment,2,No,Client,1,2,1034954.84,298.731268274053,1162.6166666666666,3,0,Budget Buyers,Low Potential,0.23498558558698251
C0707,Individual,Zachary,Richardson,M,Usa,Virginia,Home,5,Yes,Website,0,5,1171255.22,298.39548981596226,956.935,4,3,High-Value Clients,Low Potential,0.27480767189942545
